TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;Plant Species;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2021;Nov;09;18;01;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;02;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;03;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;04;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;05;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;06;00 50;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:06:50;06:50;28;18;07;18;07:18;bee;Apis melifera;yes;Hymenoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;07;00 24;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:07:24;07:24;71;18;08;35;08:35;bee;Apis melifera;yes;Hymenoptera;NA;;3;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;08;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;09;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;10;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;11;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;12;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;13;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;14;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;15;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;16;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;17;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;18;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;19;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;20;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;21;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;22;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;23;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;24;00 06;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:24:06;24:06;14;18;24;20;24:20;moth;Agrius convolvuli;;Lepidoptera;NA;;3;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;25;00 40;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:25:40;25:40;-55;18;24;45;24:45;moth;Agrius convolvuli;;Lepidoptera;NA;;2;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;26;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;27;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;28;00 19;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:28:19;28:19;11;18;28;30;28:30;moth;Agrius convolvuli;;Lepidoptera;NA;;3;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;28;00 32;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:28:32;28:32;23;18;28;55;28:55;fly;Nematocera;;Diptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;29;00 42;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:29:42;29:42;03;18;29;45;29:45;moth;Agrius convolvuli;;Lepidoptera;NA;;2;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;30;00 30;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:30:30;30:30;07;18;30;37;30:37;moth;Agrius convolvuli;;Lepidoptera;NA;;3;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;31;00 37;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:31:37;31:37;17;18;31;54;31:54;moth;Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;32;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;33;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;34;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;35;00 19;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:35:19;35:19;258;18;39;37;39:37;fly;Nematocera;;Diptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;35;00 19;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:35:19;35:19;256;18;39;35;39:35;fly;Nematocera;;Diptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;36;00 15;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:36:15;36:15;46;18;37;01;37:01;moth;Noctuidae sp.07;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;36;00 57;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:36:57;36:57;-04;18;36;53;36:53;moth;Noctuidae;departure before arrival?;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;36;00 57;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:36:57;36:57;18;18;37;15;37:15;moth;Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;37;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;38;00 08;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:38:08;38:08;22;18;38;30;38:30;moth;Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;38;00 34;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:38:34;38:34;04;18;38;38;38:38;moth;Agrius convolvuli;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;38;00 43;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:38:43;38:43;71;18;39;54;39:54;moth;Noctuidae sp.04;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;39;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;40;00 21;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;1;18:40:21;40:21;34;18;40;55;40:55;moth;Noctuidae;;Lepidoptera;NA;;2;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;18;41;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;42;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;43;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;44;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;45;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;46;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;47;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;48;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;49;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;50;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;51;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;52;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;53;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;54;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;55;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;56;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;57;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;58;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;18;59;;;Hyprev3_20211109_18_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;00;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;01;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;02;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;03;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;04;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;05;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;06;00 02;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:06:02;06:02;06;19;06;08;06:08;moth;Moth;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;07;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;08;00 24;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:08:24;08:24;94;19;09;58;09:58;fly;Nematocera;;Diptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;09;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;10;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;11;00 30;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:11:30;11:30;580;19;21;10;21:10;fly;Nematocera;;Diptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;12;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;13;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;14;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;15;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;16;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;17;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;18;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;19;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;20;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;21;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;22;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;23;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;24;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;25;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;26;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;27;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;28;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;29;00 24;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:29:24;29:24;20;19;29;44;29:44;moth;Noctuidae;;Lepidoptera;NA;;2;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;29;00 50;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:29:50;29:50;45;19;30;35;30:35;moth;Moth;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;30;00 40;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:30:40;30:40;87;19;32;07;32:07;moth;Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;31;00 00;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:31:00;31:00;07;19;31;07;31:07;moth;Agrius convolvuli;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;32;00 21;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:32:21;32:21;11;19;32;32;32:32;moth;Agrius convolvuli;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;33;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;34;00 43;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:34:43;34:43;10;19;34;53;34:53;moth;Erebidae/Noctuidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;34;00 52;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:34:52;34:52;20;19;35;12;35:12;moth;Erebidae;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;35;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;36;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;37;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;38;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;39;00 05;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;1;19:39:05;39:05;07;19;39;12;39:12;moth;Noctuidae sp.07;;Lepidoptera;NA;;1;;;;;;;;;;;;;;;;;;;0;;0;
2021;Nov;09;19;40;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;41;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;42;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;43;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2021;Nov;09;19;44;;;Hyprev3_20211109_19_00;1;Hypericum;revolutum;3;5;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
