TIME;;;;;;;FILES;;PLANT ID;;;;;;VISITORS (1);;;;;;;;;;;;;;VISITOR BEHAVIOUR (1);;;;;;;;;;;;;;;;;;;CONTACT (1);;;
Year;Month;Day;Hour;Min;Sec;##;Video file name;Video record present;Plant Genus;;Plant Number;Number of observed flowers (M | F);;Multiplier;Visitor arrival;Exact time of arrival;T.o.A. in video file;Total duration of visit (sec);Exact time of departure;;;T.o.D. in video file;Visitor species;JH/SD IDs;Morphospecies;Insect order ;Sex;;Number of visited flowers (M | F);;Flower number;Resting/walking;Duration (sec);Flying;Duration (sec);Feeding on pollen;Duration (sec);Feeding on nectar ;Duration (sec);Unsuccessful nectardrinking attempts;Duration (sec);Feeding on floral parts;Duration (sec);Comment (visitor behaviour);Primary Robbing;Secondary robbing;;Contact with anthers;# flowers with anthers contacted;Contact with stigma;# flowers with stigmas contacted
2019;Nov;23;06;34;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;35;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;36;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;37;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;38;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;39;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;40;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;41;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;42;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;43;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;44;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;45;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;46;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;47;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;48;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;49;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;50;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;51;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;52;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;53;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;54;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;55;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;56;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;57;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;58;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;06;59;;;Crehyp10_20191123_06_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;00;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;01;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;02;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;03;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;04;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;05;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;06;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;07;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;08;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;09;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;10;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;11;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;12;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;13;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;14;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;15;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;16;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;17;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;18;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;19;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;0;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;20;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;21;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;22;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;23;00 04;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;1;07:23:04;23:04;41;07;23;45;23:45;fly;Striped fly with ant;yes;Diptera;NA;0;2;;;1;41;;;;;;;;;;;;;;;1;2;1;2
2019;Nov;23;07;24;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;25;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;26;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;27;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;28;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;29;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;30;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;31;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;32;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;33;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;34;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;35;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;36;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;37;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;38;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;39;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;40;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;41;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;42;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;43;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;44;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;45;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;46;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;47;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;48;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;49;00 33;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;1;07:49:33;49:33;50;07;50;23;50:23;fly ;Striped fly with ant;yes;Diptera;NA;0;1;;;1;50;;;;;;;;;;;;;;;1;1;1;1
2019;Nov;23;07;50;00 39;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;1;07:50:39;50:39;31;07;51;10;51:10;fly ;Striped fly with ant;yes;Diptera;NA;0;2;;;1;31;;;;;;;;;;;;;;;1;2;1;2
2019;Nov;23;07;50;00 51;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;1;07:50:51;50:51;54;07;51;45;51:45;fly ;Striped fly with ant;yes;Diptera;NA;0;1;;;1;54;;;;;;;;;;;;;;;1;1;1;1
2019;Nov;23;07;51;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;52;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;53;00 00;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;1;07:53:00;53:00;11;07;53;11;53:11;fly ;Striped fly with ant;yes;Diptera;NA;0;1;;;1;11;;;;;;;;;;;;;;;1;1;1;1
2019;Nov;23;07;54;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;55;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;56;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;57;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;58;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;07;59;;;Crehyp10_20191123_07_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;00;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;01;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;02;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;03;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;04;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;05;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;06;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;07;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;08;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;09;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;2;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;10;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;11;00 07;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;1;08:11:07;11:07;51;08;11;58;11:58;fly ;Brachycera;;Diptera;NA;0;1;;;1;51;;;;;;;;;;;;;;;1;1;1;1
2019;Nov;23;08;12;00 34;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;1;08:12:34;12:34;04;08;12;38;12:38;fly ;Striped fly with ant;yes;Diptera;NA;0;1;;;1;4;;;;;;;;;;;;;;;1;1;1;1
2019;Nov;23;08;13;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;14;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;15;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;16;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;17;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;18;00 44;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;1;08:18:44;18:44;01;08;18;45;18:45;fly ;Brachycera;;Diptera;NA;0;1;;;1;1;;;;;;;;;;;;;;;0;;0;
2019;Nov;23;08;19;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;20;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;21;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
2019;Nov;23;08;22;;;Crehyp10_20191123_08_00;1;Crepis ;hypochoeridea;10;3;0;;;;#VALUE!;#VALUE!;;;;#VALUE!;;;;#N/A;#N/A;#VALUE!;;;;;;;;;;;;;;;;;;;;;;;
